,query,source,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID,query_clean,CommonName_clean,similarity,gaps,has_government_parent,manual_check_needed
0,biopalma da amazonia sa reflorestamento industria e c,GFW,,,,,,,biopalma da amazonia sa reflorestamento industria e c, na ,14.035,True,False,TRUE
1,companhia refinadora da amazonia,GFW,Companhia Refinadora Da Amazonia,5036352842,Agropalma Holdings Ltda,5090620337,Agropalma Holdings Ltda,5090620337,companhia refinadora da amazonia,companhia refinadora da amazonia,100.0,False,False,FALSE
2,agropalma s a,GFW,Agropalma S/A,4297728835,Agropalma S/A,4297728835,Agropalma S/A,4297728835,agropalma s a,agropalma s a,100.0,False,False,FALSE
3,clealco acucar e alcool,GFW,Clealco Acucar E Alcool Sa Em Recuperacao Judicial,4298141288,Clealco Acucar E Alcool Sa Em Recuperacao Judicial,4298141288,Clealco Acucar E Alcool Sa Em Recuperacao Judicial,4298141288,clealco acucar e alcool,clealco acucar e alcool sa em recuperacao judicial,63.014,False,False,TRUE
4,cofco,GFW,COFCO Capital Holdings Co Ltd,4298151363,Cofco Corp,5000029409,"China, People's Republic of (Government)",5000036491,cofco,cofco capital holdings co ltd,29.412,False,True,TRUE
5,cooperativa de produtores de cana de acucar acucar e a,GFW,,,,,,,cooperativa de produtores de cana de acucar acucar e a, na ,13.793,True,False,TRUE
6,guarani,GFW,Tereos Acucar e Energia Brasil SA,4295860270,NewCo Tereos Internacional (BR) Ltda,5086726220,Tereos France Usca,5042931050,guarani,tereos acucar e energia brasil sa,25.0,False,False,TRUE
7,louis dreyfus,GFW,Louis Dreyfus Co BV,4298451869,Louis Dreyfus Company Holdings BV,5000812101,Akira Holding Foundation,5040056695,louis dreyfus,louis dreyfus co bv,81.25,False,False,FALSE
8,raizen energia sa,GFW,Raizen Energia SA,4298262202,Raizen SA,5000030442,Raizen SA,5000030442,raizen energia sa,raizen energia sa,100.0,False,False,FALSE
9,s a usina coruripe acucar e alcool,GFW,Usina Coruripe Acucar e Alcool SA,4296733657,Coruripe Holding SA,5063730013,Coruripe Holding SA,5063730013,s a usina coruripe acucar e alcool,usina coruripe acucar e alcool sa,89.552,False,False,FALSE
10,sao martinho s a,GFW,Sao Martinho SA,4295860269,Ljn Participacoes S/A,5035929690,Ljn Participacoes S/A,5035929690,sao martinho s a,sao martinho sa,96.774,False,False,FALSE
11,sucden do brasil ltda,GFW,Sucden Do Brasil Ltda,4298355714,Sucres Et Denrees,4298363796,Sucres Et Denrees,4298363796,sucden do brasil ltda,sucden do brasil ltda,100.0,False,False,FALSE
12,usina alto alegre s a   acucar e alcool,GFW,Usina Alto Alegre Sa Acucar E Alcool,4296733590,Usina Alto Alegre Sa Acucar E Alcool,4296733590,Usina Alto Alegre Sa Acucar E Alcool,4296733590,usina alto alegre s a   acucar e alcool,usina alto alegre sa acucar e alcool,96.0,False,False,FALSE
13,usina de acucar santa terezinha ltda,GFW,Usina De Acucar Santa Terezinha Ltda,4298134522,Usina De Acucar Santa Terezinha Ltda,4298134522,Usina De Acucar Santa Terezinha Ltda,4298134522,usina de acucar santa terezinha ltda,usina de acucar santa terezinha ltda,100.0,False,False,FALSE
14,acucar e alcool oswaldo ribeiro de,GFW,Acucar E Alcool Oswaldo Ribeiro De Mendonca Ltda,5087219973,,,,,acucar e alcool oswaldo ribeiro de,acucar e alcool oswaldo ribeiro de mendonca ltda,82.927,True,False,TRUE
15,adecoagro,GFW,Adecoagro SA,5001431073,Adecoagro SA,5001431073,Adecoagro SA,5001431073,adecoagro,adecoagro sa,85.714,False,False,FALSE
16,bp bioenergia,GFW,BP Bioenergy Sa,5071570190,BP PLC,4295894740,BP PLC,4295894740,bp bioenergia,bp bioenergy sa,85.714,False,False,FALSE
17,canex exportacao ltda,GFW,Canex Exportacao Ltda,5046145661,Canex Exportacao Ltda,5046145661,Canex Exportacao Ltda,5046145661,canex exportacao ltda,canex exportacao ltda,100.0,False,False,FALSE
18,cooperativa de produtores de cana de acucar acucar e alcool,GFW,Cooperativa De Produtores De Cana-De-Acucar Acucar E Alcool Do Estado De Sao Paulo,5000900154,Cooperativa De Produtores De Cana-De-Acucar Acucar E Alcool Do Estado De Sao Paulo,5000900154,Cooperativa De Produtores De Cana-De-Acucar Acucar E Alcool Do Estado De Sao Paulo,5000900154,cooperativa de produtores de cana de acucar acucar e alcool,cooperativa de produtores de cana de acucar acucar e alcool do estado de sao paulo,83.688,False,False,FALSE
19,czarnikow brasil ltda,GFW,Czarnikow Brasil Ltda,5048906022,Czarnikow Brasil Ltda,5048906022,Czarnikow Brasil Ltda,5048906022,czarnikow brasil ltda,czarnikow brasil ltda,100.0,False,False,FALSE
20,glencane bioenergia sa,GFW,,,,,,,glencane bioenergia sa, na ,30.769,True,False,TRUE
21,nardini agroindustrial,GFW,Nardini Agroindustrial Ltda,4298141770,Nardini Agroindustrial Ltda,4298141770,Nardini Agroindustrial Ltda,4298141770,nardini agroindustrial,nardini agroindustrial ltda,89.796,False,False,FALSE
22,sjc bioenergia,GFW,SJC BIOENERGIA LTDA,5037247209,USJ Acucar E Alcool Sa,4296701646,USJ Administracao E Participacoes Sa,4298439395,sjc bioenergia,sjc bioenergia ltda,84.848,False,False,FALSE
23,usa   usina santo angelo,GFW,USA Usina Santo Angelo Ltda,5063848423,USA Usina Santo Angelo Ltda,5063848423,USA Usina Santo Angelo Ltda,5063848423,usa   usina santo angelo,usa usina santo angelo ltda,86.275,False,False,FALSE
24,usina conquista do pontal,GFW,Atvos Bioenergia Conquista Do Pontal Sa,4297904865,Neo Invest Sa,5044066542,Kieppe Patrimonial Sa,4297984202,usina conquista do pontal,atvos bioenergia conquista do pontal sa,75.0,False,False,FALSE
25,usina delta,GFW,,,,,,,usina delta, na ,40.0,True,False,TRUE
26,usina santa isabel,GFW,Usina Santa Isabel S/A,4298063127,Usina Santa Isabel S/A,4298063127,Usina Santa Isabel S/A,4298063127,usina santa isabel,usina santa isabel s a,90.0,False,False,FALSE
27,vae trading do brasil ltda,GFW,,,,,,,vae trading do brasil ltda, na ,26.667,True,False,TRUE
28,bunge,GFW,Bunge Global SA,5086635324,Bunge Global SA,5086635324,Bunge Global SA,5086635324,bunge,bunge global sa,50.0,False,False,TRUE
29,copertrading comercio exportacao e importacao,GFW,Copertrading Comercio Exportacao E Importacao Sa Em Recuperacao Judicial,4298091310,COOPERATIVA REGIONAL DOS PRODUTORES DE ACUCAR E ALCOOL DE ALAGOAS,5042957220,COOPERATIVA REGIONAL DOS PRODUTORES DE ACUCAR E ALCOOL DE ALAGOAS,4298091310,copertrading comercio exportacao e importacao,copertrading comercio exportacao e importacao sa em recuperacao judicial,76.923,False,False,FALSE
30,da mata sa   acucar e alcool,GFW,Da Mata SA Acucar e Alcool,5068348155,Da Mata SA Acucar e Alcool,5068348155,Da Mata SA Acucar e Alcool,5068348155,da mata sa   acucar e alcool,da mata sa acucar e alcool,96.296,False,False,FALSE
31,odebrecht agroindustrial participacoes sa,GFW,,,,,,,odebrecht agroindustrial participacoes sa, na ,17.778,True,False,TRUE
32,tonon bioenergia,GFW,Tonon Bioenergia SA Falido,5000673314,Tonon Bioenergia SA Falido,5000673314,Tonon Bioenergia SA Falido,5000673314,tonon bioenergia,tonon bioenergia sa falido,76.19,False,False,FALSE
33,usina acucareira guaira limitada,GFW,,,,,,,usina acucareira guaira limitada, na ,16.667,True,False,TRUE
34,usina batatais s a acucar e alcool,GFW,Usina Batatais S/A Acucar e Alcool,4298488954,Campagnola Participacoes e Empreendimentos SA,5087206623,Campagnola Participacoes e Empreendimentos SA,5087206623,usina batatais s a acucar e alcool,usina batatais s a acucar e alcool,100.0,False,False,FALSE
35,usina santa fe s a,GFW,Usina Santa Fe SA,4298063370,Usina Santa Fe SA,4298063370,Usina Santa Fe SA,4298063370,usina santa fe s a,usina santa fe sa,97.143,False,False,FALSE
36,vale do tijuco acucar e alcool,GFW,Vale Do Tijuco Acucar E Alcool Sa,5040701053,Companhia Mineira De Acucar E Alcool Participacoes,4298420429,Companhia Mineira De Acucar E Alcool Participacoes,4298420429,vale do tijuco acucar e alcool,vale do tijuco acucar e alcool sa,95.238,False,False,FALSE
37,america sud industria e comercio de carnes eireli,GFW,,,,,,,america sud industria e comercio de carnes eireli, na ,15.094,True,False,TRUE
38,bertin sa,GFW,Atlantia Bertin Concessoes SA,5037632079,Atlantia Bertin Concessoes SA,5037632079,Atlantia Bertin Concessoes SA,5037632079,bertin sa,atlantia bertin concessoes sa,47.368,False,False,TRUE
39,brf,GFW,BRF SA,4295859753,Marfrig Global Foods SA,4295859830,Mms Participacoes Ltda,5000029659,brf,brf sa,66.667,False,False,TRUE
40,cooperativa dos produtores de carne e derivados de gurupi,GFW,Cooperativa Dos Produtores De Carne E Derivados De Gurupi,5077901357,Cooperativa Dos Produtores De Carne E Derivados De Gurupi,5077901357,Cooperativa Dos Produtores De Carne E Derivados De Gurupi,,cooperativa dos produtores de carne e derivados de gurupi,cooperativa dos produtores de carne e derivados de gurupi,100.0,True,False,TRUE
41,distribuidora de carnes equatorial ltda,GFW,,,,,,,distribuidora de carnes equatorial ltda, na ,18.605,True,False,TRUE
42,eleven brazil importacao e exportacao,GFW,,,,,,,eleven brazil importacao e exportacao, na ,14.634,True,False,TRUE
43,frigol,GFW,Frigol SA,5074510547,Frigol Holding SA,5082946113,Frigol Holding SA,5082946113,frigol,frigol sa,80.0,False,False,FALSE
44,frigorifico eldorado s a,GFW,,,,,,,frigorifico eldorado s a, na ,21.429,True,False,TRUE
45,frigorifico mercosul s a,GFW,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,frigorifico mercosul s a,frigorifico mercosul sa,97.872,False,False,FALSE
46,frigorifico pantanal ltda   me,GFW,,,,,,,frigorifico pantanal ltda   me, na ,23.529,True,False,TRUE
47,frigorifico rio maria,GFW,Frigorifico Rio Maria Ltda,5052162587,Frigorifico Rio Maria Ltda,5052162587,Frigorifico Rio Maria Ltda,5052162587,frigorifico rio maria,frigorifico rio maria ltda,89.362,False,False,FALSE
48,frigorifico tangara,GFW,Frigorifico Tangara Ltda,5081845639,Frigorifico Tangara Ltda,5081845639,Frigorifico Tangara Ltda,5081845639,frigorifico tangara,frigorifico tangara ltda,88.372,False,False,FALSE
49,guapore carne s a,GFW,,,,,,,guapore carne s a, na ,28.571,True,False,TRUE
50,ifc international food company industria de alimentos,GFW,IFC International Food Industria De Alimentos Co Ltda,5074671989,,,,,ifc international food co industria de alimentos,ifc international food industria de alimentos co ltda,89.109,True,False,TRUE
51,irmaos goncalves comercio e industria,GFW,Irmaos Goncalves Comercio E Industria Ltda,5039723388,Irmaos Goncalves Participacoes Sa,5082239397,Irmaos Goncalves Participacoes Sa,5082239397,irmaos goncalves comercio e industria,irmaos goncalves comercio e industria ltda,93.671,False,False,FALSE
52,jbs,GFW,JBS SA,4295860302,JBS SA,4295860302,JBS SA,4295860302,jbs,jbs sa,66.667,False,False,TRUE
53,kaiapos fabril e exportadora,GFW,,,,,,,kaiapos fabril e exportadora, na ,18.75,True,False,TRUE
54,marfrig,GFW,Marfrig Global Foods SA,4295859830,Mms Participacoes Ltda,5000029659,Mms Participacoes Ltda,5000029659,marfrig,marfrig global foods sa,46.667,False,False,TRUE
55,mataboi alimentos,GFW,Prima Foods SA,4298141694,Prima Foods SA,4298141694,Prima Foods SA,4298141694,mataboi alimentos,prima foods sa,32.258,False,False,TRUE
56,meridional meatimportacao e exp de alimentos,GFW,,,,,,,meridional meatimportacao e exp de alimentos, na ,12.5,True,False,TRUE
57,minerva,GFW,Minerva SA,4295859969,Minerva SA,4295859969,Minerva SA,4295859969,minerva,minerva sa,82.353,False,False,FALSE
58,rxm importacao e exportacao,GFW,,,,,,,rxm importacao e exportacao, na ,19.355,True,False,TRUE
59,sadia sa,GFW,Sadia SA,4295859977,Sadia SA,4295859977,Sadia SA,4295859977,sadia sa,sadia sa,100.0,False,False,FALSE
60,tangara importadora e exportadora sa,GFW,,,,,,,tangara importadora e exportadora sa, na ,15.0,True,False,TRUE
61,vale grande industria e comercio de alimentos,GFW,Vale Grande Industria E Comercio De Alimentos Sa Em Recuperacao Judicial,5046276441,Vale Grande Industria E Comercio De Alimentos Sa Em Recuperacao Judicial,5046276441,Vale Grande Industria E Comercio De Alimentos Sa Em Recuperacao Judicial,5046276441,vale grande industria e comercio de alimentos,vale grande industria e comercio de alimentos sa em recuperacao judicial,76.923,False,False,FALSE
62,xinguara industria e comercio,GFW,Xinguara Industria E Comercio Sa Em Recuperacao Judicial,5057760902,Xinguara Industria E Comercio Sa Em Recuperacao Judicial,5057760902,Xinguara Industria E Comercio Sa Em Recuperacao Judicial,,xinguara industria e comercio,xinguara industria e comercio sa em recuperacao judicial,68.235,True,False,TRUE
63,braslo produtos de carne,GFW,Braslo Produtos de Carne Ltda,4297812543,Frigorifico Mabella Ltda,5035731688,Frigorifico Mabella Ltda,5035731688,braslo produtos de carne,braslo produtos de carne ltda,90.566,False,False,FALSE
64,masterboi,GFW,Masterboi Ltda,5044518532,Masterboi Ltda,5044518532,Masterboi Ltda,,masterboi,masterboi ltda,78.261,True,False,TRUE
65,odebrecht servicos de exportacao sa,GFW,Oec Servicos De Exportacao S/A,5034841700,Oec Servicos De Exportacao S/A,5034841700,Oec Servicos De Exportacao S/A,5034841700,odebrecht servicos de exportacao sa,oec servicos de exportacao s a,89.231,False,False,FALSE
66,radar industria e comercio de frigorificados,GFW,Radar Industria E Comercio De Frigorificados Ltda,5052156850,Radar Industria E Comercio De Frigorificados Ltda,5052156850,Radar Industria E Comercio De Frigorificados Ltda,,radar industria e comercio de frigorificados,radar industria e comercio de frigorificados ltda,94.624,True,False,TRUE
67,agroexport trading e agronegocios,GFW,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,agroexport trading e agronegocios,agroexport trading e agronegocios s a,94.286,False,False,FALSE
68,arantes alimentosem recuperacao judicial,GFW,,,,,,,arantes alimentosem recuperacao judicial, na ,18.182,True,False,TRUE
69,boi branco comercial exportacao e importacao de bovinos eir,GFW,,,,,,,boi branco comercial exportacao e importacao de bovinos eir, na ,12.698,True,False,TRUE
70,kit trading,GFW,Kit Industrial Trading Ltd,5079225255,Protective Industrial Products Inc,4296274621,Audax Group LP,,kit trading,kit industrial trading ltd,59.459,True,False,TRUE
71,lidera comercio de alimentos ltda   me,GFW,,,,,,,lidera comercio de alimentos ltda   me, na ,19.048,True,False,TRUE
72,mais trading ltda,GFW,,,,,,,mais trading ltda, na ,28.571,True,False,TRUE
73,mercurio alimentos,GFW,Mercurio Alimentos Sa,5083061926,TROMBETAS PARTICIPACOES SA,5083106330,TROMBETAS PARTICIPACOES SA,5083106330,mercurio alimentos,mercurio alimentos sa,92.308,False,False,FALSE
74,michi foods producao comercio distribuicao importacao e,GFW,,,,,,,michi foods producao comercio distribuicao importacao e, na ,10.169,True,False,TRUE
75,plena alimentos,GFW,Plena Alimentos S/A,4296068942,Plena Alimentos S/A,4296068942,Plena Alimentos S/A,4296068942,plena alimentos,plena alimentos s a,88.235,False,False,FALSE
76,sudambeef industria comercio importacao e exportacao,GFW,Sudambeef Industria Comercio Importacao E Exportacao Ltda,5055954522,Sudambeef Trading SA,5053507291,Sudambeef Trading SA,5055954522,sudambeef industria comercio importacao e exportacao,sudambeef industria comercio importacao e exportacao ltda,95.413,False,False,FALSE
77,ag sta rita importacao e exportacao ltda   epp,GFW,,,,,,,ag sta rita importacao e exportacao ltda   epp, na ,12.0,True,False,TRUE
78,agroglobal agronegocios exportacao e importacao representaco,GFW,,,,,,,agroglobal agronegocios exportacao e importacao representaco, na ,12.5,True,False,TRUE
79,agropecuaria santa rita do marajo sociedade anonima,GFW,Agropecuaria Santa Rita do Marajo SA,5056405590,,,,,agropecuaria santa rita do marajo sociedade anonima,agropecuaria santa rita do marajo sa,82.759,True,False,TRUE
80,alvo consultoria e agronegocios,GFW,,,,,,,alvo consultoria e agronegocios, na ,22.857,True,False,TRUE
81,bubras participacoes e investimentos ltda,GFW,,,,,,,bubras participacoes e investimentos ltda, na ,13.333,True,False,TRUE
82,givotrading comercio importacao e exportacao ltda,GFW,,,,,,,givotrading comercio importacao e exportacao ltda, na ,11.321,True,False,TRUE
83,group agricola e exportacao ltda,GFW,,,,,,,group agricola e exportacao ltda, na ,16.667,True,False,TRUE
84,jjz alimentos,GFW,JJZ Alimentos SA,5074087638,,,,,jjz alimentos,jjz alimentos sa,89.655,True,False,TRUE
85,omega representacoes ltda,GFW,,,,,,,omega representacoes ltda, na ,27.586,True,False,TRUE
86,pampacarne comercio importacao e exportacao,GFW,Pampacarne Comercio Importacao E Exportacao Ltda,5068347211,Pampacarne Comercio Importacao E Exportacao Ltda,5068347211,Pampacarne Comercio Importacao E Exportacao Ltda,5068347211,pampacarne comercio importacao e exportacao,pampacarne comercio importacao e exportacao ltda,94.505,False,False,FALSE
87,s c t artigos para presentes ltda,GFW,,,,,,,s c t artigos para presentes ltda, na ,16.216,True,False,TRUE
88,superfrigo industria e comercio,GFW,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,,superfrigo industria e comercio,superfrigo industria e comercio sa,95.385,True,False,TRUE
89,tdx trading company comercio importacao e exportacao de prod,GFW,,,,,,,tdx trading co comercio importacao e exportacao de prod, na ,13.559,True,False,TRUE
90,wellard do brasil agronegocios,GFW,Wellard do Brasil Agronegocios Ltda,5073961042,Wellard Ltd,5047746552,Wellard Ltd,5047746552,wellard do brasil agronegocios,wellard do brasil agronegocios ltda,92.308,False,False,FALSE
91,agra agroindustrial de alimentos,GFW,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,,,agra agroindustrial de alimentos,agra agroindustrial de alimentos sa,95.522,True,False,TRUE
92,bravex comercial importadora e exportadora,GFW,,,,,,,bravex comercial importadora e exportadora, na ,13.043,True,False,TRUE
93,confidence comercio e servicos ltda   me,GFW,,,,,,,confidence comercio e servicos ltda   me, na ,13.636,True,False,TRUE
94,construtora norberto odebrecht,GFW,CNO SA em Recuperacao Judicial,4295860120,Oec SA,5080053574,Odebrecht Holdco Finance Ltd,5080019693,construtora norberto odebrecht,cno sa em recuperacao judicial,40.0,False,False,TRUE
95,frigorifico redentor,GFW,Frigorifico Redentor Sa,5044525833,Agropecuaria M A L P Administracao E Participacoes Em Recuperacao Judicial Ltda,5046310255,Agropecuaria M A L P Administracao E Participacoes Em Recuperacao Judicial Ltda,,frigorifico redentor,frigorifico redentor sa,93.023,True,False,TRUE
96,frigosol frigorifico sul bahia,GFW,,,,,,,frigosol frigorifico sul bahia, na ,11.765,True,False,TRUE
97,mundo brasil comercio exportacao e importacao ltda,GFW,,,,,,,mundo brasil comercio exportacao e importacao ltda, na ,11.111,True,False,TRUE
98,rodopa industria e comercio de alimentos ltda,GFW,Rodopa Industria E Comercio De Alimentos Ltda,5003471949,Rodopa Industria E Comercio De Alimentos Ltda,5003471949,Rodopa Industria E Comercio De Alimentos Ltda,5003471949,rodopa industria e comercio de alimentos ltda,rodopa industria e comercio de alimentos ltda,100.0,False,False,FALSE
99,west meat importacao e exportacao ltda,GFW,,,,,,,west meat importacao e exportacao ltda, na ,14.286,True,False,TRUE
100,cantu comercio de pneumaticos,GFW,,,,,,,cantu comercio de pneumaticos, na ,18.182,True,False,TRUE
101,frigorifico jr,GFW,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,frigorifico jr,frigorifico jr ltda,84.848,False,False,FALSE
102,frigotil frigorifico de timon,GFW,Frigotil Frigorifico De Timon Sa,5039724404,Frigotil Frigorifico De Timon Sa,5039724404,Frigotil Frigorifico De Timon Sa,5039724404,frigotil frigorifico de timon,frigotil frigorifico de timon sa,95.082,False,False,FALSE
103,nortao industrial de alimentos,GFW,,,,,,,nortao industrial de alimentos, na ,23.529,True,False,TRUE
104,pampafoods comercio importacao e exportacao ltda   me,GFW,,,,,,,pampafoods comercio importacao e exportacao ltda   me, na ,10.526,True,False,TRUE
105,total group,GFW,Total Digital Entertainment Group Inc,4296418514,Total Digital Entertainment Group Inc,4296418514,Total Digital Entertainment Group Inc,4296418514,total group,total digital entertainment group inc,45.833,False,False,TRUE
106,frigorifico big boi,GFW,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,frigorifico big boi,frigorifico big boi ltda,88.372,False,False,FALSE
107,frigorifico fortefrigo,GFW,Frigorifico Fortefrigo Ltda,5086414260,,,,,frigorifico fortefrigo,frigorifico fortefrigo ltda,89.796,True,False,TRUE
108,intercontinental foods   comercio de alimentos ltda   epp,GFW,,,,,,,intercontinental foods   comercio de alimentos ltda   epp, na ,13.115,True,False,TRUE
109,lamajo comercial,GFW,,,,,,,lamajo comercial, na ,20.0,True,False,TRUE
110,mundos brasil importacao e exportacao ltda epp,GFW,,,,,,,mundos brasil importacao e exportacao ltda epp, na ,12.0,True,False,TRUE
111,naturafrig alimentos,GFW,Naturafrig Alimentos Ltda,5083065355,Ascap Patrimonial Sa,5083106687,Ascap Patrimonial Sa,5083106687,naturafrig alimentos,naturafrig alimentos ltda,88.889,False,False,FALSE
112,progress brazil comercio de alimentos,GFW,,,,,,,progress brazil comercio de alimentos, na ,14.634,True,False,TRUE
113,boi branco international trading ltda,GFW,,,,,,,boi branco international trading ltda, na ,19.512,True,False,TRUE
114,bull log trading importacao e exportacao ltda epp,GFW,,,,,,,bull log trading importacao e exportacao ltda epp, na ,15.094,True,False,TRUE
115,conquista comercio e exportacao de alimentos ltda,GFW,,,,,,,conquista comercio e exportacao de alimentos ltda, na ,11.321,True,False,TRUE
116,cp comercial ltda,GFW,,,,,,,cp comercial ltda, na ,28.571,True,False,TRUE
117,distriboi industria comercio e transporte de carne bovina,GFW,Distriboi Industria Comercio E Transporte De Carne Bovina Ltda,5086862246,Distriboi Industria Comercio E Transporte De Carne Bovina Ltda,5086862246,Distriboi Industria Comercio E Transporte De Carne Bovina Ltda,5086862246,distriboi industria comercio e transporte de carne bovina,distriboi industria comercio e transporte de carne bovina ltda,95.798,False,False,FALSE
118,frisacre frigorifico santo afonso do acre,GFW,Frisacre Frigorifico Santo Afonso Do Acre Ltda,5086413918,Frisacre Frigorifico Santo Afonso Do Acre Ltda,5086413918,Frisacre Frigorifico Santo Afonso Do Acre Ltda,,frisacre frigorifico santo afonso do acre,frisacre frigorifico santo afonso do acre ltda,94.253,True,False,TRUE
119,industria e comercio de carnes e derivados boi brasil,GFW,Industria E Comercio De Carnes E Derivados Boi Brasil Em Recuperacao Judicial Ltda,5083057138,Industria E Comercio De Carnes E Derivados Boi Brasil Em Recuperacao Judicial Ltda,5083057138,Industria E Comercio De Carnes E Derivados Boi Brasil Em Recuperacao Judicial Ltda,5083057138,industria e comercio de carnes e derivados boi brasil,industria e comercio de carnes e derivados boi brasil em recuperacao judicial ltda,78.519,False,False,FALSE
120,liarte metalquimica,GFW,Liarte Metalquimica Ltda,5000613813,Liarte Metalquimica Ltda,5000613813,Liarte Metalquimica Ltda,5000613813,liarte metalquimica,liarte metalquimica ltda,88.372,False,False,FALSE
121,sertrading,GFW,Sertrading Sa,4298261232,Sertrading Sa,4298261232,Sertrading Sa,4298261232,sertrading,sertrading sa,86.957,False,False,FALSE
122,tangara alimentos,GFW,,,,,,,tangara alimentos, na ,28.571,True,False,TRUE
123,agroindustrial iguatemi,GFW,Agroindustrial Iguatemi Ltda,5086415379,Agroindustrial Iguatemi Ltda,5086415379,Agroindustrial Iguatemi Ltda,5086415379,agroindustrial iguatemi,agroindustrial iguatemi ltda,90.196,False,False,FALSE
124,agromass brasil agropecuaria   importacao e exportacao ltda   epp,GFW,,,,,,,agromass brasil agropecuaria   importacao e exportacao ltda   epp, na ,8.696,True,False,TRUE
125,alimentos estrela,GFW,Industria De Alimentos Estrela Sa,5082029921,Industria De Alimentos Estrela Sa,5082029921,Industria De Alimentos Estrela Sa,5082029921,alimentos estrela,industria de alimentos estrela sa,68.0,False,False,TRUE
126,ativo alimentos exportadora  importadora ltda,GFW,Ativo Alimentos Exportadora E Importadora Ltda,5081845583,Ativo Alimentos Exportadora E Importadora Ltda,5081845583,Ativo Alimentos Exportadora E Importadora Ltda,5081845583,ativo alimentos exportadora  importadora ltda,ativo alimentos exportadora e importadora ltda,98.901,False,False,FALSE
127,barra mansa comercio de carnes e derivados,GFW,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,barra mansa comercio de carnes e derivados,barra mansa comercio de carnes e derivados ltda,94.382,False,False,FALSE
128,bon mart frigorifico ltda,GFW,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,,bon mart frigorifico ltda,bon mart frigorifico ltda,100.0,True,False,TRUE
129,comcarne comercial de carne ltda,GFW,Comcarne Comercial De Carne Ltda,5039729651,Lafac Participacoes Ltda,5079921323,Lafac Participacoes Ltda,5079921323,comcarne comercial de carne ltda,comcarne comercial de carne ltda,100.0,False,False,FALSE
130,distribuidora de carnes vale do mogi imp  exp ltda,GFW,,,,,,,distribuidora de carnes vale do mogi imp  exp ltda, na ,14.815,True,False,TRUE
131,frigoestrela sa,GFW,Frigoestrela Sa,5000901080,Frigoestrela Sa,5000901080,Frigoestrela Sa,5000901080,frigoestrela sa,frigoestrela sa,100.0,False,False,FALSE
132,frigorifico better beef,GFW,Frigorifico Better Beef Ltda,5064618349,Frigorifico Better Beef Ltda,5064618349,Frigorifico Better Beef Ltda,5064618349,frigorifico better beef,frigorifico better beef ltda,90.196,False,False,FALSE
133,frigorifico nosso,GFW,Frigorifico Nosso Ltda,5086413307,Frigorifico Nosso Ltda,5086413307,Frigorifico Nosso Ltda,5086413307,frigorifico nosso,frigorifico nosso ltda,87.179,False,False,FALSE
134,frisa frigorifico rio doce,GFW,Frisa Frigorifico Rio Doce S/A,5034841198,Frisa Frigorifico Rio Doce S/A,5034841198,Frisa Frigorifico Rio Doce S/A,5034841198,frisa frigorifico rio doce,frisa frigorifico rio doce s a,92.857,False,False,FALSE
135,golden grain comercial de importacao  exportacao de alimentos ltda,GFW,,,,,,,golden grain comercial de importacao  exportacao de alimentos ltda, na ,11.429,True,False,TRUE
136,golden imex,GFW,GOLDEN SUN IMPORT - EXPORT COMPANY LIMITED,5083274150,,,,,golden imex,golden sun import   export co ltd,50.0,True,False,TRUE
