manager_true_ultimate_parent_organisation_name,country_commodity,financial_flow_link_strength,total_usd_m_yr_this_strength,total_usd_m_yr_overall,rank_overall,prop_overall,prop_this_strength,prop_this_country_commodity,government_ultimate_parent,manager_true_ultimate_parent_country_of_headquarters,manager_true_ultimate_parent_region_of_headquarters_unsd
Ping An Insurance Group Co of China Ltd,Brazil - Soya beans,Medium,4.556205013664713,197.1441196667627,84,0.0010869675748879778,3%,33%,FALSE,China,Asia
Ping An Insurance Group Co of China Ltd,Brazil - Sugar cane,Low,131.22026272227967,197.1441196667627,84,0.0010869675748879778,97%,67%,FALSE,China,Asia
Ping An Insurance Group Co of China Ltd,Brazil - Sugar cane,Medium,1.185953333762835,197.1441196667627,84,0.0010869675748879778,3%,67%,FALSE,China,Asia
Massachusetts Mutual Life Insurance Co,Brazil - Cattle meat,High,4.520663119748353,191.9019783837035,85,0.0010580646707217336,2%,2%,FALSE,United States of America,Northern America
Massachusetts Mutual Life Insurance Co,Brazil - Soya beans,Low,50.663284056332664,191.9019783837035,85,0.0010580646707217336,98%,26%,FALSE,United States of America,Northern America
Massachusetts Mutual Life Insurance Co,"Colombia - Coffee, green",Low,0.12099767043789557,191.9019783837035,85,0.0010580646707217336,98%,0%,FALSE,United States of America,Northern America
Massachusetts Mutual Life Insurance Co,Ecuador - Cocoa beans,Low,136.52605577382508,191.9019783837035,85,0.0010580646707217336,98%,71%,FALSE,United States of America,Northern America
Massachusetts Mutual Life Insurance Co,"Peru - Coffee, green",Low,0.07097776335949413,191.9019783837035,85,0.0010580646707217336,98%,0%,FALSE,United States of America,Northern America
Daiwa Securities Group Inc,Brazil - Soya beans,Low,173.8244114596995,180.61298876677063,86,9.958220550779365e-4,96%,100%,FALSE,Japan,Asia
Daiwa Securities Group Inc,Brazil - Soya beans,Medium,6.788577307071178,180.61298876677063,86,9.958220550779365e-4,4%,100%,FALSE,Japan,Asia
National Agricultural Cooperative Federation,Brazil - Soya beans,Medium,175.54417389740505,175.54417389740505,87,9.678747979372036e-4,100%,100%,TRUE,Korea; Republic (S. Korea),Asia
China Minsheng Banking Corp Ltd,Brazil - Soya beans,Low,51.81406851428243,154.1569663574765,88,8.499549677510571e-4,95%,36%,FALSE,China,Asia
China Minsheng Banking Corp Ltd,Brazil - Soya beans,Medium,3.676707774503579,154.1569663574765,88,8.499549677510571e-4,5%,36%,FALSE,China,Asia
China Minsheng Banking Corp Ltd,Brazil - Sugar cane,Low,94.77322287350451,154.1569663574765,88,8.499549677510571e-4,95%,64%,FALSE,China,Asia
China Minsheng Banking Corp Ltd,Brazil - Sugar cane,Medium,3.8929671951859772,154.1569663574765,88,8.499549677510571e-4,5%,64%,FALSE,China,Asia
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Brazil - Soya beans,High,15.543143820105804,153.93641354654284,89,8.487389347573238e-4,26%,29%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Brazil - Soya beans,Low,11.899509397591446,153.93641354654284,89,8.487389347573238e-4,13%,29%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Brazil - Soya beans,Medium,17.135894339986972,153.93641354654284,89,8.487389347573238e-4,61%,29%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Brazil - Sugar cane,High,22.937500806612967,153.93641354654284,89,8.487389347573238e-4,26%,23%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Brazil - Sugar cane,Low,7.064860722712935,153.93641354654284,89,8.487389347573238e-4,13%,23%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Brazil - Sugar cane,Medium,5.599764015440687,153.93641354654284,89,8.487389347573238e-4,61%,23%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,"Colombia - Coffee, green",High,1.072599450654973,153.93641354654284,89,8.487389347573238e-4,26%,1%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,"Colombia - Coffee, green",Low,0.4164874918073227,153.93641354654284,89,8.487389347573238e-4,13%,1%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,"Colombia - Coffee, green",Medium,0.4418726960972571,153.93641354654284,89,8.487389347573238e-4,61%,1%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Ecuador - Cocoa beans,Medium,67.90377140366195,153.93641354654284,89,8.487389347573238e-4,61%,44%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,Peru - Cocoa beans,Medium,3.2993644256557926,153.93641354654284,89,8.487389347573238e-4,61%,2%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,"Peru - Coffee, green",High,0.37985678489478625,153.93641354654284,89,8.487389347573238e-4,26%,0%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,"Peru - Coffee, green",Low,0.09684713850651419,153.93641354654284,89,8.487389347573238e-4,13%,0%,FALSE,France,Europe
Caisse Federale De Credit Mutuel Societe A Mission Application Loi Pacte,"Peru - Coffee, green",Medium,0.14494105281343939,153.93641354654284,89,8.487389347573238e-4,61%,0%,FALSE,France,Europe
European Investment Bank,Brazil - Soya beans,Low,44.07912997213825,151.93289040889186,90,8.376923730346329e-4,100%,29%,FALSE,Luxembourg,Europe
European Investment Bank,Brazil - Sugar cane,Low,107.8537604367536,151.93289040889186,90,8.376923730346329e-4,100%,71%,FALSE,Luxembourg,Europe
Changzhou Investment Group Co Ltd,Brazil - Soya beans,Low,48.02720474141117,146.68958885709617,91,8.087830716474276e-4,94%,36%,TRUE,China,Asia
Changzhou Investment Group Co Ltd,Brazil - Soya beans,Medium,5.383964043277928,146.68958885709617,91,8.087830716474276e-4,6%,36%,TRUE,China,Asia
Changzhou Investment Group Co Ltd,Brazil - Sugar cane,Low,89.38545287722108,146.68958885709617,91,8.087830716474276e-4,94%,64%,TRUE,China,Asia
Changzhou Investment Group Co Ltd,Brazil - Sugar cane,Medium,3.8929671951859772,146.68958885709617,91,8.087830716474276e-4,6%,64%,TRUE,China,Asia
Dnb Bank ASA,Brazil - Soya beans,Low,16.40335021539108,145.49255346081335,92,8.021831351950903e-4,48%,11%,FALSE,Norway,Europe
Dnb Bank ASA,Brazil - Sugar cane,Low,51.03769950042333,145.49255346081335,92,8.021831351950903e-4,48%,87%,FALSE,Norway,Europe
Dnb Bank ASA,Brazil - Sugar cane,Medium,75.91976467630421,145.49255346081335,92,8.021831351950903e-4,52%,87%,FALSE,Norway,Europe
Dnb Bank ASA,"Colombia - Coffee, green",Low,1.5593901755022705,145.49255346081335,92,8.021831351950903e-4,48%,1%,FALSE,Norway,Europe
Dnb Bank ASA,Ecuador - Cocoa beans,Low,0.20990462400589543,145.49255346081335,92,8.021831351950903e-4,48%,0%,FALSE,Norway,Europe
Dnb Bank ASA,"Peru - Coffee, green",Low,0.3624442691865559,145.49255346081335,92,8.021831351950903e-4,48%,0%,FALSE,Norway,Europe
Shizuoka Financial Group Inc,Brazil - Soya beans,Low,132.19442889065826,142.30465643984283,93,7.846064471369623e-4,93%,100%,FALSE,Japan,Asia
Shizuoka Financial Group Inc,Brazil - Soya beans,Medium,10.026019557851237,142.30465643984283,93,7.846064471369623e-4,7%,100%,FALSE,Japan,Asia
Shizuoka Financial Group Inc,"Colombia - Coffee, green",Low,0.05307434697265602,142.30465643984283,93,7.846064471369623e-4,93%,0%,FALSE,Japan,Asia
Shizuoka Financial Group Inc,"Peru - Coffee, green",Low,0.03113364436068544,142.30465643984283,93,7.846064471369623e-4,93%,0%,FALSE,Japan,Asia
Gulf International Bank BSC,Brazil - Soya beans,High,1.0077136831896603,135.5636103025197,94,7.474392286346828e-4,3%,97%,TRUE,Bahrain,Asia
Gulf International Bank BSC,Brazil - Soya beans,Low,130.55721759257275,135.5636103025197,94,7.474392286346828e-4,97%,97%,TRUE,Bahrain,Asia
Gulf International Bank BSC,Brazil - Sugar cane,High,2.439490232896213,135.5636103025197,94,7.474392286346828e-4,3%,2%,TRUE,Bahrain,Asia
Gulf International Bank BSC,"Colombia - Coffee, green",High,0.07083563300374077,135.5636103025197,94,7.474392286346828e-4,3%,1%,TRUE,Bahrain,Asia
Gulf International Bank BSC,"Colombia - Coffee, green",Low,1.3353338661855367,135.5636103025197,94,7.474392286346828e-4,97%,1%,TRUE,Bahrain,Asia
Gulf International Bank BSC,"Peru - Coffee, green",High,0.025336710561754884,135.5636103025197,94,7.474392286346828e-4,3%,0%,TRUE,Bahrain,Asia
Gulf International Bank BSC,"Peru - Coffee, green",Low,0.12768258411002914,135.5636103025197,94,7.474392286346828e-4,97%,0%,TRUE,Bahrain,Asia
Shanghai International Group Co Ltd,Brazil - Cattle meat,Low,15.962388807880199,134.86035651732493,95,7.435617908357972e-4,27%,12%,TRUE,China,Asia
Shanghai International Group Co Ltd,Brazil - Soya beans,Low,6.254866314682003,134.86035651732493,95,7.435617908357972e-4,27%,77%,TRUE,China,Asia
Shanghai International Group Co Ltd,Brazil - Soya beans,Medium,97.76256249698888,134.86035651732493,95,7.435617908357972e-4,73%,77%,TRUE,China,Asia
Shanghai International Group Co Ltd,Brazil - Sugar cane,Low,13.694585564010982,134.86035651732493,95,7.435617908357972e-4,27%,11%,TRUE,China,Asia
Shanghai International Group Co Ltd,Brazil - Sugar cane,Medium,1.185953333762835,134.86035651732493,95,7.435617908357972e-4,73%,11%,TRUE,China,Asia
Bank of Ningbo Co Ltd,Brazil - Soya beans,Low,44.84692398227934,132.7136786283099,96,7.317259356095167e-4,96%,35%,FALSE,China,Asia
Bank of Ningbo Co Ltd,Brazil - Soya beans,Medium,1.7179725259994232,132.7136786283099,96,7.317259356095167e-4,4%,35%,FALSE,China,Asia
Bank of Ningbo Co Ltd,Brazil - Sugar cane,Low,82.25581492484518,132.7136786283099,96,7.317259356095167e-4,96%,65%,FALSE,China,Asia
Bank of Ningbo Co Ltd,Brazil - Sugar cane,Medium,3.8929671951859772,132.7136786283099,96,7.317259356095167e-4,4%,65%,FALSE,China,Asia
Investment Corporation of Dubai,Brazil - Soya beans,Low,49.32343363283052,128.68410523491036,97,7.095086073591978e-4,63%,46%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,Brazil - Soya beans,Medium,10.240557884289878,128.68410523491036,97,7.095086073591978e-4,37%,46%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,Brazil - Sugar cane,Low,30.46071163098129,128.68410523491036,97,7.095086073591978e-4,63%,24%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,"Colombia - Coffee, green",Low,1.4751048299396696,128.68410523491036,97,7.095086073591978e-4,63%,1%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,"Colombia - Coffee, green",Medium,0.02850369200117952,128.68410523491036,97,7.095086073591978e-4,37%,1%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,Ecuador - Cocoa beans,Medium,16.797670547529993,128.68410523491036,97,7.095086073591978e-4,37%,13%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,Peru - Cocoa beans,Medium,8.477947393057887,128.68410523491036,97,7.095086073591978e-4,37%,7%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,"Peru - Coffee, green",Low,0.35149529457486783,128.68410523491036,97,7.095086073591978e-4,63%,9%,TRUE,United Arab Emirates,Asia
Investment Corporation of Dubai,"Peru - Coffee, green",Medium,11.528680329705047,128.68410523491036,97,7.095086073591978e-4,37%,9%,TRUE,United Arab Emirates,Asia
Farm Credit BankOmahaNebraska,Brazil - Cattle meat,Low,6.121192255922294,128.0868534830489,98,7.062156190143475e-4,26%,61%,FALSE,United States of America,Northern America
Farm Credit BankOmahaNebraska,Brazil - Cattle meat,Medium,71.89183989714559,128.0868534830489,98,7.062156190143475e-4,74%,61%,FALSE,United States of America,Northern America
Farm Credit BankOmahaNebraska,Brazil - Soya beans,Low,27.736226683193614,128.0868534830489,98,7.062156190143475e-4,26%,39%,FALSE,United States of America,Northern America
Farm Credit BankOmahaNebraska,Brazil - Soya beans,Medium,22.33759464678743,128.0868534830489,98,7.062156190143475e-4,74%,39%,FALSE,United States of America,Northern America
Not Available,Brazil - Cattle meat,High,38.233171579282555,127.43930948178031,99,7.026453409158583e-4,30%,100%,NA,NA,Unknown
Not Available,Brazil - Cattle meat,Medium,89.20613790249776,127.43930948178031,99,7.026453409158583e-4,70%,100%,NA,NA,Unknown
First Capital Securities Co Ltd,Brazil - Soya beans,Low,42.84586092684036,125.00633426205687,100,6.892309657936607e-4,100%,35%,FALSE,China,Asia
First Capital Securities Co Ltd,Brazil - Soya beans,Medium,0.384359615126006,125.00633426205687,100,6.892309657936607e-4,0%,35%,FALSE,China,Asia
First Capital Securities Co Ltd,Brazil - Sugar cane,Low,81.77611372009052,125.00633426205687,100,6.892309657936607e-4,100%,65%,FALSE,China,Asia
Erste Group Bank AG,Brazil - Soya beans,High,6.919228769954631,121.94547208200541,101,6.723546930113903e-4,11%,79%,FALSE,Austria,Europe
Erste Group Bank AG,Brazil - Soya beans,Low,72.28600716095114,121.94547208200541,101,6.723546930113903e-4,71%,79%,FALSE,Austria,Europe
Erste Group Bank AG,Brazil - Soya beans,Medium,17.420158476104945,121.94547208200541,101,6.723546930113903e-4,18%,79%,FALSE,Austria,Europe
Erste Group Bank AG,Brazil - Sugar cane,High,6.138043613662208,121.94547208200541,101,6.723546930113903e-4,11%,20%,FALSE,Austria,Europe
Erste Group Bank AG,Brazil - Sugar cane,Low,13.384593894024864,121.94547208200541,101,6.723546930113903e-4,71%,20%,FALSE,Austria,Europe
Erste Group Bank AG,Brazil - Sugar cane,Medium,4.600471981639106,121.94547208200541,101,6.723546930113903e-4,18%,20%,FALSE,Austria,Europe
Erste Group Bank AG,"Colombia - Coffee, green",High,0.49017062213704865,121.94547208200541,101,6.723546930113903e-4,11%,1%,FALSE,Austria,Europe
Erste Group Bank AG,"Colombia - Coffee, green",Low,0.3886493039390626,121.94547208200541,101,6.723546930113903e-4,71%,1%,FALSE,Austria,Europe
Erste Group Bank AG,"Peru - Coffee, green",High,0.17913496209828994,121.94547208200541,101,6.723546930113903e-4,11%,0%,FALSE,Austria,Europe
Erste Group Bank AG,"Peru - Coffee, green",Low,0.13901329749409475,121.94547208200541,101,6.723546930113903e-4,71%,0%,FALSE,Austria,Europe
AgFirst Farm Credit Bank,Brazil - Cattle meat,Low,5.246736219361966,117.23203356713871,102,6.463668276844996e-4,34%,55%,FALSE,United States of America,Northern America
AgFirst Farm Credit Bank,Brazil - Cattle meat,Medium,58.80009402151984,117.23203356713871,102,6.463668276844996e-4,66%,55%,FALSE,United States of America,Northern America
AgFirst Farm Credit Bank,Brazil - Soya beans,Low,34.479556715506135,117.23203356713871,102,6.463668276844996e-4,34%,45%,FALSE,United States of America,Northern America
AgFirst Farm Credit Bank,Brazil - Soya beans,Medium,18.705646610750776,117.23203356713871,102,6.463668276844996e-4,66%,45%,FALSE,United States of America,Northern America
Hamburg Commercial Bank AG,Brazil - Soya beans,Low,108.14577691009606,114.64662893938326,103,6.321120226054249e-4,94%,96%,FALSE,Germany,Europe
Hamburg Commercial Bank AG,Brazil - Soya beans,Medium,1.9003800476480996,114.64662893938326,103,6.321120226054249e-4,6%,96%,FALSE,Germany,Europe
Hamburg Commercial Bank AG,Brazil - Sugar cane,Medium,4.600471981639106,114.64662893938326,103,6.321120226054249e-4,6%,4%,FALSE,Germany,Europe
Bank of Beijing Co Ltd,Brazil - Soya beans,Low,33.3308665772667,113.81825601555055,104,6.275447318861109e-4,97%,30%,FALSE,China,Asia
Bank of Beijing Co Ltd,Brazil - Soya beans,Medium,0.927341139676555,113.81825601555055,104,6.275447318861109e-4,3%,30%,FALSE,China,Asia
Bank of Beijing Co Ltd,Brazil - Sugar cane,Low,76.85303443718418,113.81825601555055,104,6.275447318861109e-4,97%,70%,FALSE,China,Asia
Bank of Beijing Co Ltd,Brazil - Sugar cane,Medium,2.7070138614231425,113.81825601555055,104,6.275447318861109e-4,3%,70%,FALSE,China,Asia
Banco Votorantim SA,Brazil - Cattle meat,High,18.44156370384921,111.61536219609448,105,6.153989262860387e-4,94%,17%,FALSE,Brazil,Latin America and the Caribbean
Banco Votorantim SA,Brazil - Soya beans,High,2.3752813306881397,111.61536219609448,105,6.153989262860387e-4,94%,4%,FALSE,Brazil,Latin America and the Caribbean
Banco Votorantim SA,Brazil - Soya beans,Medium,1.8591338026876554,111.61536219609448,105,6.153989262860387e-4,6%,4%,FALSE,Brazil,Latin America and the Caribbean
Banco Votorantim SA,Brazil - Sugar cane,High,83.55186248062459,111.61536219609448,105,6.153989262860387e-4,94%,80%,FALSE,Brazil,Latin America and the Caribbean
Banco Votorantim SA,Brazil - Sugar cane,Medium,5.313484108938875,111.61536219609448,105,6.153989262860387e-4,6%,80%,FALSE,Brazil,Latin America and the Caribbean
Banco Votorantim SA,Ecuador - Cocoa beans,High,0.07403676930600743,111.61536219609448,105,6.153989262860387e-4,94%,0%,FALSE,Brazil,Latin America and the Caribbean
Banque Misr SAE,Brazil - Soya beans,High,3.803920062537329,104.83480634157144,106,5.78013868258229e-4,6%,97%,TRUE,Egypt,Africa
Banque Misr SAE,Brazil - Soya beans,Low,98.24091379560414,104.83480634157144,106,5.78013868258229e-4,94%,97%,TRUE,Egypt,Africa
Banque Misr SAE,Brazil - Sugar cane,High,2.439490232896213,104.83480634157144,106,5.78013868258229e-4,6%,2%,TRUE,Egypt,Africa
Banque Misr SAE,"Colombia - Coffee, green",High,0.25280130056566485,104.83480634157144,106,5.78013868258229e-4,6%,0%,TRUE,Egypt,Africa
Banque Misr SAE,"Peru - Coffee, green",High,0.0976809499680694,104.83480634157144,106,5.78013868258229e-4,6%,0%,TRUE,Egypt,Africa
ICICI Bank Ltd,Brazil - Soya beans,Low,2.7779012782542316,104.37599309391669,107,5.754841700659992e-4,100%,3%,FALSE,India,Asia
ICICI Bank Ltd,Brazil - Sugar cane,Low,101.1634263218054,104.37599309391669,107,5.754841700659992e-4,100%,97%,FALSE,India,Asia
ICICI Bank Ltd,"Colombia - Coffee, green",Low,0.4111944766715865,104.37599309391669,107,5.754841700659992e-4,100%,0%,FALSE,India,Asia
ICICI Bank Ltd,"Peru - Coffee, green",Low,0.02347101718547278,104.37599309391669,107,5.754841700659992e-4,100%,0%,FALSE,India,Asia
Hachijuni Bank Ltd,Brazil - Soya beans,Low,103.84718168315463,103.84718168315463,108,5.725685322184147e-4,100%,100%,FALSE,Japan,Asia
Taiwan Financial Holding Co Ltd,Brazil - Cattle meat,High,5.472618722071147,97.45439567061065,109,5.373214697111568e-4,10%,6%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,Brazil - Soya beans,High,3.458498577762351,97.45439567061065,109,5.373214697111568e-4,10%,56%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,Brazil - Soya beans,Low,49.1418231092447,97.45439567061065,109,5.373214697111568e-4,84%,56%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,Brazil - Soya beans,Medium,2.2933190143183575,97.45439567061065,109,5.373214697111568e-4,6%,56%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,Brazil - Sugar cane,Low,30.46071163098129,97.45439567061065,109,5.373214697111568e-4,84%,31%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,"Colombia - Coffee, green",High,0.27496604401626595,97.45439567061065,109,5.373214697111568e-4,10%,2%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,"Colombia - Coffee, green",Low,1.9801936135409908,97.45439567061065,109,5.373214697111568e-4,84%,2%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,"Colombia - Coffee, green",Medium,0.07628533384013603,97.45439567061065,109,5.373214697111568e-4,6%,2%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,Peru - Cocoa beans,Medium,3.8376580511310294,97.45439567061065,109,5.373214697111568e-4,6%,4%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,"Peru - Coffee, green",High,0.0756926347688528,97.45439567061065,109,5.373214697111568e-4,10%,0%,TRUE,Taiwan,Asia
Taiwan Financial Holding Co Ltd,"Peru - Coffee, green",Low,0.3826289389355533,97.45439567061065,109,5.373214697111568e-4,84%,0%,TRUE,Taiwan,Asia
African Development Bank,Brazil - Sugar cane,Low,88.21755886837201,96.94041770552745,110,5.344876170799108e-4,100%,91%,FALSE,Ivory Coast,Africa
African Development Bank,Ecuador - Cocoa beans,Low,5.128574482772129,96.94041770552745,110,5.344876170799108e-4,100%,5%,FALSE,Ivory Coast,Africa
African Development Bank,"Peru - Coffee, green",Low,3.594284354383315,96.94041770552745,110,5.344876170799108e-4,100%,4%,FALSE,Ivory Coast,Africa
Bankinter SA,Brazil - Soya beans,High,1.497063403792226,96.44768714311618,111,5.317709134551581e-4,6%,95%,FALSE,Spain,Europe
Bankinter SA,Brazil - Soya beans,Low,90.4692096234751,96.44768714311618,111,5.317709134551581e-4,94%,95%,FALSE,Spain,Europe
Bankinter SA,Brazil - Sugar cane,High,4.219186146730181,96.44768714311618,111,5.317709134551581e-4,6%,4%,FALSE,Spain,Europe
Bankinter SA,"Colombia - Coffee, green",High,0.12040221362057342,96.44768714311618,111,5.317709134551581e-4,6%,0%,FALSE,Spain,Europe
Bankinter SA,"Colombia - Coffee, green",Low,0.08526236091840902,96.44768714311618,111,5.317709134551581e-4,94%,0%,FALSE,Spain,Europe
Bankinter SA,"Peru - Coffee, green",High,0.03309237739423221,96.44768714311618,111,5.317709134551581e-4,6%,0%,FALSE,Spain,Europe
Bankinter SA,"Peru - Coffee, green",Low,0.02347101718547278,96.44768714311618,111,5.317709134551581e-4,94%,0%,FALSE,Spain,Europe
European Bank for Reconstruction and Development,Brazil - Soya beans,Medium,7.323838121045571,95.40348418526484,112,5.260136290953452e-4,100%,8%,FALSE,United Kingdom,Europe
European Bank for Reconstruction and Development,Brazil - Sugar cane,Medium,17.729670502291878,95.40348418526484,112,5.260136290953452e-4,100%,19%,FALSE,United Kingdom,Europe
European Bank for Reconstruction and Development,"Colombia - Coffee, green",Medium,0.5148175696881451,95.40348418526484,112,5.260136290953452e-4,100%,1%,FALSE,United Kingdom,Europe
European Bank for Reconstruction and Development,Ecuador - Cocoa beans,Medium,40.77514543301558,95.40348418526484,112,5.260136290953452e-4,100%,43%,FALSE,United Kingdom,Europe
European Bank for Reconstruction and Development,"Peru - Coffee, green",Medium,29.060012559223658,95.40348418526484,112,5.260136290953452e-4,100%,30%,FALSE,United Kingdom,Europe
Arab Bank PLC,Brazil - Soya beans,Low,89.06383470197642,94.85897280128566,113,5.230114283726293e-4,94%,100%,FALSE,Jordan,Asia
Arab Bank PLC,Brazil - Soya beans,Medium,5.795138099309257,94.85897280128566,113,5.230114283726293e-4,6%,100%,FALSE,Jordan,Asia
Genstar Capital LLC,Brazil - Sugar cane,Low,94.81197281958461,94.81197281958461,114,5.227522907619528e-4,100%,100%,FALSE,United States of America,Northern America
Absa Group Ltd,Brazil - Soya beans,High,3.9635512807850697,92.55273876151203,115,5.102958494064692e-4,5%,4%,FALSE,South Africa,Africa
Absa Group Ltd,Brazil - Sugar cane,Low,88.21755886837201,92.55273876151203,115,5.102958494064692e-4,95%,95%,FALSE,South Africa,Africa
Absa Group Ltd,"Colombia - Coffee, green",High,0.26755798131427416,92.55273876151203,115,5.102958494064692e-4,5%,0%,FALSE,South Africa,Africa
Absa Group Ltd,"Peru - Coffee, green",High,0.10407063104066447,92.55273876151203,115,5.102958494064692e-4,5%,0%,FALSE,South Africa,Africa
Mediobanca Banca di Credito Finanziario SpA,Brazil - Soya beans,Low,23.915120188475555,91.8188915921375,116,5.062497328934241e-4,26%,26%,FALSE,Italy,Europe
Mediobanca Banca di Credito Finanziario SpA,Ecuador - Cocoa beans,Medium,67.90377140366195,91.8188915921375,116,5.062497328934241e-4,74%,74%,FALSE,Italy,Europe
Sparkassen und Giroverband Hessen Thueringen,Brazil - Soya beans,Low,76.15650302805406,91.44790049794099,117,5.042042481452842e-4,97%,86%,FALSE,Germany,Europe
Sparkassen und Giroverband Hessen Thueringen,Brazil - Soya beans,Medium,2.34060177752758,91.44790049794099,117,5.042042481452842e-4,3%,86%,FALSE,Germany,Europe
Sparkassen und Giroverband Hessen Thueringen,Brazil - Sugar cane,Low,11.193776386043423,91.44790049794099,117,5.042042481452842e-4,97%,12%,FALSE,Germany,Europe
Sparkassen und Giroverband Hessen Thueringen,"Colombia - Coffee, green",Low,1.5583178356751854,91.44790049794099,117,5.042042481452842e-4,97%,2%,FALSE,Germany,Europe
Sparkassen und Giroverband Hessen Thueringen,"Peru - Coffee, green",Low,0.19870147064074134,91.44790049794099,117,5.042042481452842e-4,97%,0%,FALSE,Germany,Europe
Shinkin Central Bank,Brazil - Soya beans,Low,86.13870074734804,87.78127118464236,118,4.839880368810265e-4,98%,100%,FALSE,Japan,Asia
Shinkin Central Bank,Brazil - Soya beans,Medium,1.492566781717728,87.78127118464236,118,4.839880368810265e-4,2%,100%,FALSE,Japan,Asia
Shinkin Central Bank,"Colombia - Coffee, green",Medium,0.10943830235589541,87.78127118464236,118,4.839880368810265e-4,2%,0%,FALSE,Japan,Asia
Shinkin Central Bank,"Peru - Coffee, green",Medium,0.04056535322070563,87.78127118464236,118,4.839880368810265e-4,2%,0%,FALSE,Japan,Asia
Bladex,Brazil - Cattle meat,High,3.495505533355189,86.37174570142105,119,4.762165218146393e-4,71%,4%,FALSE,United States of America,Northern America
Bladex,Brazil - Soya beans,High,19.330309639389547,86.37174570142105,119,4.762165218146393e-4,71%,25%,FALSE,United States of America,Northern America
Bladex,Brazil - Soya beans,Medium,2.235127407369131,86.37174570142105,119,4.762165218146393e-4,10%,25%,FALSE,United States of America,Northern America
Bladex,Brazil - Sugar cane,High,37.26853312325855,86.37174570142105,119,4.762165218146393e-4,71%,67%,FALSE,United States of America,Northern America
Bladex,Brazil - Sugar cane,Low,16.53074586214121,86.37174570142105,119,4.762165218146393e-4,19%,67%,FALSE,United States of America,Northern America
Bladex,Brazil - Sugar cane,Medium,4.2323989816563365,86.37174570142105,119,4.762165218146393e-4,10%,67%,FALSE,United States of America,Northern America
Bladex,"Colombia - Coffee, green",High,0.7310123087702718,86.37174570142105,119,4.762165218146393e-4,71%,1%,FALSE,United States of America,Northern America
Bladex,"Peru - Coffee, green",High,0.21030261292524163,86.37174570142105,119,4.762165218146393e-4,71%,3%,FALSE,United States of America,Northern America
Bladex,"Peru - Coffee, green",Medium,2.3378102325555625,86.37174570142105,119,4.762165218146393e-4,10%,3%,FALSE,United States of America,Northern America
Development Bank of Japan Inc,Brazil - Soya beans,Low,56.22223978364033,86.15243380094273,120,4.7500733066549455e-4,100%,65%,TRUE,Japan,Asia
Development Bank of Japan Inc,"Colombia - Coffee, green",Low,0.1710959387591784,86.15243380094273,120,4.7500733066549455e-4,100%,0%,TRUE,Japan,Asia
Development Bank of Japan Inc,Ecuador - Cocoa beans,Low,17.739049922862627,86.15243380094273,120,4.7500733066549455e-4,100%,21%,TRUE,Japan,Asia
Development Bank of Japan Inc,"Peru - Coffee, green",Low,12.02004815568058,86.15243380094273,120,4.7500733066549455e-4,100%,14%,TRUE,Japan,Asia
Banco de Sabadell SA,Brazil - Soya beans,Medium,14.768635719359692,85.76044030577846,121,4.7284604774449853e-4,17%,17%,FALSE,Spain,Europe
Banco de Sabadell SA,Brazil - Sugar cane,Low,70.99180458641877,85.76044030577846,121,4.7284604774449853e-4,83%,83%,FALSE,Spain,Europe
