Unnamed: 0,producer_country,commodity,year,adjusted_deforestation_exposure,exporter_group,years_appeared,years_available,deduce_temporal_pattern,legal_entity_mapped,legal_entity_hierarchy_year,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID,JointVentureOrganisationName,JointVentureCompanyOAPermID
,Ecuador,Cocoa beans,2013,,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2013,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
,Ecuador,Cocoa beans,2014,,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2014,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
,Ecuador,Cocoa beans,2015,,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2015,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
,Ecuador,Cocoa beans,2016,,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2016,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
296,Ecuador,Cocoa beans,2017,77.71855056,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2017,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
297,Ecuador,Cocoa beans,2018,44.84225402,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2018,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
298,Ecuador,Cocoa beans,2019,21.04181409,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2019,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
299,Ecuador,Cocoa beans,2020,29.24855961,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2020,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
300,Ecuador,Cocoa beans,2021,13.11980527,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2021,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
301,Ecuador,Cocoa beans,2022,9.013981209,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2022,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
,Ecuador,Cocoa beans,2023,,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2023,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
,Ecuador,Cocoa beans,2024,,AYD SANCHEZ ADSANCOCOA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2024,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,A&D Sanchez Adsancocoa SA,5064659788,,
,Brazil,Cattle meat,2008,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2008,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2009,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2009,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2010,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2010,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2011,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2011,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2012,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2012,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2013,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2013,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2014,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2014,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2015,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2015,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2016,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2016,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2017,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2017,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2018,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2018,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
302,Brazil,Cattle meat,2019,955.188948,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2019,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
303,Brazil,Cattle meat,2020,255.9871906,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2020,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2021,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2021,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2022,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2022,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2023,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2023,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Brazil,Cattle meat,2024,,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,"2019, 2020",2010-2020,Phased in,TRUE,2024,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,Barra Mansa Comercio De Carnes E Derivados Ltda,5001251411,,
,Ecuador,Cocoa beans,2008,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2008,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2009,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2009,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2010,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2010,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2011,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2011,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2012,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2012,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2013,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2013,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2014,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2014,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2015,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2015,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2016,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2016,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2017,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2017,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
304,Ecuador,Cocoa beans,2018,30.44295025,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2018,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
305,Ecuador,Cocoa beans,2019,36.51994763,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2019,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
306,Ecuador,Cocoa beans,2020,91.14597489,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2020,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
307,Ecuador,Cocoa beans,2021,50.15045646,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2021,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
308,Ecuador,Cocoa beans,2022,82.71490396,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2022,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2023,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2023,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Ecuador,Cocoa beans,2024,,BARRY CALLEBAUT ECUADOR S A,"2018, 2019, 2020, 2021, 2022",2017-2022,Phased in,TRUE,2024,Barry Callebaut Ecuador SA,5036161891,Barry Callebaut AG,4295890660,Barry Callebaut AG,4295890660,,
,Colombia,Cattle meat,2008,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2009,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2010,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2011,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2012,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
309,Colombia,Cattle meat,2013,513.5800126,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,2025,,,,,,,,
,Colombia,Cattle meat,2014,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
310,Colombia,Cattle meat,2015,69.54270747,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,2025,,,,,,,,
,Colombia,Cattle meat,2016,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2017,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2018,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2019,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2020,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2021,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2022,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2023,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Colombia,Cattle meat,2024,,BASTO BAUTISTA YESID LEONEL EXPS BASTOS,"2013, 2015",2013-2018,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2008,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2008,Bertin SA,4297353201,Bertin SA,4297353201,Bertin SA,4297353201,,
,Brazil,Cattle meat,2009,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2009,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
311,Brazil,Cattle meat,2010,244540.4792,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2010,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2011,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2011,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2012,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2012,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2013,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2013,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2014,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2014,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2015,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2015,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2016,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2016,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2017,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2017,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2018,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2018,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2019,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2019,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2020,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2020,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2021,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2021,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2022,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2022,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2023,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2023,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Cattle meat,2024,,BERTIN S.A.,2010,2010-2020,Phased out,TRUE,2024,Bertin SA,4297353201,JBS SA,4295860302,J&F SA,4297843845,,
,Brazil,Soya beans,2008,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2008,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2009,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2009,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2010,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2010,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2011,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2011,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2012,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2012,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2013,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2013,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2014,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2014,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2015,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2015,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2016,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2016,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2017,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2017,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
312,Brazil,Soya beans,2018,1101.577883,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2018,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2019,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2019,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2020,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2020,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2021,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2021,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2022,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2022,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2023,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2023,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Soya beans,2024,,BIANCHINI,2018,2010-2022,"Phased in, then out",TRUE,2024,Bianchini Sa Industria Comercio E Agricultura,5044527000,Anbi Empreendimentos E Participacoes Ltda,5044528662,Anbi Empreendimentos E Participacoes Ltda,5044528662,,
,Brazil,Oil palm fruit,2008,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2008,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,,
,Brazil,Oil palm fruit,2009,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2009,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,,
,Brazil,Oil palm fruit,2010,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2010,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,,
,Brazil,Oil palm fruit,2011,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2011,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
,Brazil,Oil palm fruit,2012,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2012,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
,Brazil,Oil palm fruit,2013,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2013,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
,Brazil,Oil palm fruit,2014,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2014,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
313,Brazil,Oil palm fruit,2015,172.4970953,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2015,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
314,Brazil,Oil palm fruit,2016,204.2537426,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2016,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
