Unnamed: 0,producer_country,commodity,year,adjusted_deforestation_exposure,exporter_group,years_appeared,years_available,deduce_temporal_pattern,legal_entity_mapped,legal_entity_hierarchy_year,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID,JointVentureOrganisationName,JointVentureCompanyOAPermID
2116,Peru,Cocoa beans,2019,843.9889992,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2019,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2117,Peru,Cocoa beans,2020,923.21361,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2020,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2118,Peru,Cocoa beans,2021,1189.926868,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2021,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
2119,Peru,Cocoa beans,2022,441.2522302,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2022,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
,Peru,Cocoa beans,2023,,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2023,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
,Peru,Cocoa beans,2024,,SUMAQAO SOCIEDAD ANONIMA CERRADA,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2013-2022,Full coverage,TRUE,2024,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,Sumaqao Sociedad Anonima Cerrada,5083077372,,
,Brazil,Cattle meat,2008,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2008,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2009,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2009,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2010,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2010,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2011,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2011,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
2120,Brazil,Cattle meat,2012,74.18616758,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2012,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
2121,Brazil,Cattle meat,2013,343.8113663,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2013,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
2122,Brazil,Cattle meat,2014,747.1705934,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2014,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
2123,Brazil,Cattle meat,2015,187.7807621,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2015,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2016,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2016,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2017,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2017,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2018,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2018,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2019,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2019,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2020,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2020,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2021,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2021,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2022,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2022,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2023,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2023,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Brazil,Cattle meat,2024,,SUPERFRIGO INDUSTRIA E COMERCIO,"2012, 2013, 2014, 2015",2010-2020,"Phased in, then out",TRUE,2024,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,Superfrigo Industria E Comercio Sa,5040190588,,
,Bolivia,Soya beans,2008,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2009,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2010,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2011,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2012,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2013,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2014,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2015,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2016,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2017,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2018,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2019,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
2124,Bolivia,Soya beans,2020,42.11648019,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,2025,,,,,,,,
2125,Bolivia,Soya beans,2021,72.87361336,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,2025,,,,,,,,
,Bolivia,Soya beans,2022,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2023,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Bolivia,Soya beans,2024,,SUPERGRAIN SRL,"2020, 2021",2020-2021,Full coverage,FALSE,,,,,,,,,
,Colombia,Cattle meat,2008,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2008,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2009,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2009,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2010,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2010,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2011,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2011,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2012,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2012,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
2126,Colombia,Cattle meat,2013,6.856326996,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2013,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2014,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2014,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2015,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2015,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2016,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2016,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2017,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2017,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
2127,Colombia,Cattle meat,2018,57.02191492,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2018,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2019,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2019,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2020,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2020,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2021,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2021,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2022,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2022,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2023,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2023,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cattle meat,2024,,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,"2013, 2018",2013-2018,Intermittent,TRUE,2024,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,SUPERTIENDAS Y DROGUERIAS OLIMPICA S A OLIMPICA S A,4296707265,,
,Colombia,Cocoa beans,2008,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2009,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2010,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2011,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2012,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2013,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2014,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2015,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2016,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
2128,Colombia,Cocoa beans,2017,47.8344487,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,2025,,,,,,,,
2129,Colombia,Cocoa beans,2018,204.529842,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,2025,,,,,,,,
2130,Colombia,Cocoa beans,2019,25.8035246,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,2025,,,,,,,,
2131,Colombia,Cocoa beans,2020,0.001905094,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,2025,,,,,,,,
2132,Colombia,Cocoa beans,2021,23.27610425,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,2025,,,,,,,,
2133,Colombia,Cocoa beans,2022,25.09880378,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,2025,,,,,,,,
,Colombia,Cocoa beans,2023,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Colombia,Cocoa beans,2024,,SURCACAO S A S,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,FALSE,,,,,,,,,
,Brazil,Cattle meat,2008,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2008,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2009,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2009,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2010,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2010,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2011,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2011,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2012,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2012,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2013,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2013,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2014,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2014,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2015,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2015,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2016,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2016,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2017,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2017,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2018,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2018,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
2134,Brazil,Cattle meat,2019,118.3606731,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2019,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
2135,Brazil,Cattle meat,2020,268.1319232,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2020,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2021,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2021,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2022,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2022,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2023,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2023,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Cattle meat,2024,,SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2024,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,Szr - Empresarial Industrial E Exportadora De Sub Produtos Bovinos Ltda,5083068755,,
,Brazil,Soya beans,2008,,T T COMERCIO,"2010, 2011, 2012, 2013, 2014, 2015",2010-2022,Phased out,FALSE,,,,,,,,,
,Brazil,Soya beans,2009,,T T COMERCIO,"2010, 2011, 2012, 2013, 2014, 2015",2010-2022,Phased out,FALSE,,,,,,,,,
2136,Brazil,Soya beans,2010,63.33026962,T T COMERCIO,"2010, 2011, 2012, 2013, 2014, 2015",2010-2022,Phased out,FALSE,2025,,,,,,,,
2137,Brazil,Soya beans,2011,40.12134702,T T COMERCIO,"2010, 2011, 2012, 2013, 2014, 2015",2010-2022,Phased out,FALSE,2025,,,,,,,,
