commodity_case,boundary_period,defn_phase_out,commodity,producer_country,manager_country_grouped,financial_flow_link_strength,total_usd_m_normalised_to_sei_trase_by_strength,total_usd_m_normalised_to_sei_trase,rank,manager_country_grouped_link_strength_pct
cocoa_beans,0,FALSE,Cocoa beans,Peru,Singapore,Medium,161.4654647719487,161.4654647719487,3,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,Switzerland,Medium,121.43754318525798,121.43754318525798,5,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,Taiwan,Medium,34.18464990756077,34.18464990756077,10,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,United Kingdom,Medium,171.50826424011893,171.50826424011893,2,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,United States of America,Medium,125.33479299647821,125.33479299647821,4,1
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Australia,Low,124.16155476491538,1023.5654686685812,9,0.12130299288664013
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Australia,Medium,899.4039139036657,1023.5654686685812,9,0.8786970071133599
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Canada,Low,395.0166637853494,2366.6287954328573,8,0.16691112038679506
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Canada,Medium,1971.6121316475073,2366.6287954328573,8,0.8330888796132048
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,China,Low,47.69912221571537,233.35586331367662,10,0.2044050727433331
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,China,Medium,185.6567410979613,233.35586331367662,10,0.795594927256667
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,EU27,High,20.25154556922316,9752.930927210542,2,0.0020764573973062425
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,EU27,Low,2206.951175694996,9752.930927210542,2,0.22628594339139968
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,EU27,Medium,7525.728205946295,9752.930927210542,2,0.7716375992112913
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Japan,Low,843.0242670156127,2927.967138659558,7,0.2879213553610969
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Japan,Medium,2084.9428716439443,2927.967138659558,7,0.7120786446389028
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Other countries,High,40.50309113844632,NA,NA,NA
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Other countries,Low,174.91808736108752,NA,NA,NA
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Other countries,Medium,265.706134062686,NA,NA,NA
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Singapore,Low,3687.6894670266665,4279.298234097992,6,0.861750984692464
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Singapore,Medium,591.6087670713246,4279.298234097992,6,0.1382490153075359
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Switzerland,Low,683.8790016314723,5119.011552644167,5,0.1335959090145484
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Switzerland,Medium,4435.132551012696,5119.011552644167,5,0.8664040909854519
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,United Kingdom,Low,2585.461134444297,7385.115642042276,3,0.35009081235311773
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,United Kingdom,Medium,4799.6545075979875,7385.115642042276,3,0.6499091876468834
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,United States of America,Low,2729.50308490437,10181.065451716768,1,0.2680960158687627
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,United States of America,Medium,7451.562366812391,10181.065451716768,1,0.7319039841312367
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Unknown,Low,1684.9981325101853,6452.361949850997,4,0.2611443910937291
cocoa_beans,0,TRUE,Cocoa beans,Ecuador,Unknown,Medium,4767.363817340811,6452.361949850997,4,0.7388556089062708
cocoa_beans,0,TRUE,Cocoa beans,Peru,Australia,Medium,18.659660907336306,18.659660907336306,5,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,Brazil,Medium,4.392815818658013,4.392815818658013,10,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,China,Medium,6.4664170121807505,6.4664170121807505,9,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,EU27,Medium,109.33555725645735,109.33555725645735,1,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,Japan,Medium,11.405696512427776,11.405696512427776,6,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,Other countries,Medium,14.367775223321512,NA,NA,NA
cocoa_beans,0,TRUE,Cocoa beans,Peru,Singapore,Medium,24.31685539937892,24.31685539937892,3,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,Switzerland,Medium,22.940957377730044,22.940957377730044,4,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,Taiwan,Medium,9.484097916447993,9.484097916447993,8,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,United Kingdom,Medium,35.745085096200214,35.745085096200214,2,1
cocoa_beans,0,TRUE,Cocoa beans,Peru,United States of America,Medium,9.819161261215813,9.819161261215813,7,1
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Australia,Low,208.915706553373,1439.7262416034548,9,0.14510793824296694
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Australia,Medium,1230.8105350500814,1439.7262416034548,9,0.8548920617570328
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Canada,Low,458.52734538031467,3473.4142133487508,8,0.13201055711067763
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Canada,Medium,3014.8868679684356,3473.4142133487508,8,0.8679894428893222
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,China,Low,66.6349006702745,404.2171783348147,10,0.16484925490989535
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,China,Medium,337.5822776645402,404.2171783348147,10,0.8351507450901046
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,EU27,High,20.25154556922316,13858.708070781027,1,0.0014612866845734674
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,EU27,Low,2895.531545133325,13858.708070781027,1,0.20893228505463013
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,EU27,Medium,10942.924980078438,13858.708070781027,1,0.7896064282607934
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Japan,Low,1129.2077658198182,3841.757534702615,7,0.2939299931397749
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Japan,Medium,2712.5497688827963,3841.757534702615,7,0.706070006860225
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Other countries,High,40.50309113844632,NA,NA,NA
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Other countries,Low,233.12744764064422,NA,NA,NA
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Other countries,Medium,303.436085646767,NA,NA,NA
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Singapore,Low,3934.9289479313347,4799.232716368228,6,0.8199079270548593
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Singapore,Medium,864.3037684368929,4799.232716368228,6,0.18009207294514076
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Switzerland,Low,727.9829861510974,6299.739917697292,5,0.1155576254991163
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,Switzerland,Medium,5571.756931546198,6299.739917697292,5,0.8844423745008841
cocoa_beans,1,FALSE,Cocoa beans,Ecuador,United Kingdom,Low,3213.3813915682863,9608.25590989803,3,0.3344396133597975
